"record_id","title","year","source_type","publication_status","original_layer","round2_layer","task_category","is_analytical_core","core_id","system_alias","a_level_original","primary_evidence_stage_original","external_evidence_profile_original","evidence_object_original","artifact_status_original","official_url","doi","inclusion_or_exclusion_reason","round2_audit_note"
"CP062","LLM-powered silent bug fuzzing in deep learning libraries via versatile and controlled bug transfer","2025","conferencePaper","needs_manual_verification","Background","Background Context","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://doi.org/10.1145/3798258","10.1145/3798258","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP063","Hybrid fuzzing with LLM-guided input mutation and semantic feedback","2025-10-27","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:979-8-3315-9628-6","10.1109/CARS67163.2025.11337923","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP064","ChatHTTPFuzz: large language model-assisted IoT HTTP fuzzing","2025","journalArticle","needs_manual_verification","Background","Background Context","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://doi.org/10.1007/s13042-024-02527-3","10.1007/s13042-024-02527-3","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP065","Intelligent test case generation method for fuzzing IoT protocols based on LLM","2025","journalArticle","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://doi.org/10.1007/s10515-025-00557-x","10.1007/s10515-025-00557-x","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP066","Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports","2026","preprint","preprint_or_arxiv_from_local_metadata","Core","Analytical Core","Discovery","yes","C05","Mut4All","A3","E2","NA","????","论文给出artifact：https://github.com/sososopy/Mut4All-Artifacts；需同学B复核可访问性。","https://arxiv.org/abs/2507.19275","10.48550/ARXIV.2507.19275","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP067","FuzzCoder: code large language model-based fuzz testing for industrial IoT programs","2025","journalArticle","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://doi.org/10.1109/JIOT.2025.3577602","10.1109/JIOT.2025.3577602","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP068","LLAMA: multi-feedback smart contract fuzzing framework with LLM-guided seed generation","2026","journalArticle","needs_manual_verification","Core","Analytical Core","Discovery","yes","C06","LLAMA","A3","E2","NA","????","待同学B核验；全文未在摘录中看到明确公开artifact声明。","https://doi.org/10.1109/TIFS.2026.3666859","10.1109/TIFS.2026.3666859","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP069","SDLLMFuzz: dynamic-static LLM-assisted greybox fuzzing for structured input programs","2026","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://arxiv.org/abs/2604.17750","10.48550/ARXIV.2604.17750","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP070","When software security meets large language models: a survey","2025","journalArticle","published_or_indexed_from_local_metadata","Background","Background Context","NA","no","NA","NA","NA","NA","NA","NA","NA","https://doi.org/10.1109/JAS.2024.124971","10.1109/JAS.2024.124971","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP071","ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification","2026","journalArticle","needs_manual_verification","Core","Analytical Core","Discovery","yes","C07","ProtocolGuard","A3","E4a","E4a","????","论文给出Zenodo和GitHub：https://github.com/songxpu/ProtocolGuard；需同学B核验。","https://doi.org/10.14722/ndss.2026.240521","10.14722/ndss.2026.240521","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP072","BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection","2026","journalArticle","needs_manual_verification","Core","Analytical Core","Discovery","yes","C08","BSFuzzer","A3","E4a","E4a","????","论文声明公开：BSFuzzer is publicly available at GitHub；具体URL需同学B核验。","https://doi.org/10.14722/ndss.2026.240094","10.14722/ndss.2026.240094","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP073","Building a secure agentic AI application leveraging google's A2A protocol","2025","preprint","preprint_or_arxiv_from_local_metadata","Excluded","Excluded","NA","no","NA","NA","NA","NA","NA","NA","NA","https://arxiv.org/abs/2504.16902","10.1109/ACSACW69556.2025.00043","主题偏泛软件开发/agent应用安全，不直接服务agentic漏洞挖掘主线","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP074","RFCAUDIT: AI agent for auditing protocol implementations against RFC specifications","2025","preprint","preprint_or_arxiv_from_local_metadata","Core","Analytical Core","Discovery","yes","C09","RFCAUDIT","A2","E4a","E4a","????","论文给出artifact：https://github.com/zmw12306/RFCAudit；需同学B核验。","https://arxiv.org/abs/2506.00714","10.1109/ASE63991.2025.00105","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP075","VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection","2025","preprint","arXiv preprint","Core","Analytical Core","Discovery","yes","C10","VulAgent","A1--A2","E0","NA","????","待同学B核验；当前全文未确认artifact链接。","https://arxiv.org/abs/2509.11523","10.48550/arXiv.2509.11523","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP076","MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols","2025","preprint","preprint_or_arxiv_from_local_metadata","Core","Analytical Core","Discovery","yes","C11","MALF","A4","E4a","E4a","????","论文称Data available on request；需同学B核验是否有代码、数据和CNVD链接。","https://arxiv.org/abs/2510.02694","10.48550/ARXIV.2510.02694","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP077","NeTestLLM: automated network protocol testing with LLM agents","2025","preprint","arXiv preprint","Core","Analytical Core","Benchmark/Evaluation","yes","C12","NeTestLLM","A4","E2","NA","????","待同学B核验是否开源、测试用例和artifact是否可复现。","https://arxiv.org/abs/2510.13248","10.48550/arXiv.2510.13248","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP078","PBFuzz: agentic directed fuzzing for PoV generation","2025","preprint","preprint_or_arxiv_from_local_metadata","Core","Analytical Core","Validation","yes","C13","PBFuzz","A3--A5","E3","NA","????","待同学B核验；全文含workflow和prompt模板。","https://arxiv.org/abs/2512.04611","10.48550/ARXIV.2512.04611","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP079","VulnLLM-R: specialized reasoning LLM with agent scaffold for vulnerability detection","2025","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://arxiv.org/abs/2512.07533","10.48550/ARXIV.2512.07533","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP080","Co-RedTeam: orchestrated security discovery and exploitation with LLM agents","2025","preprint","preprint_or_arxiv_from_local_metadata","Core","Analytical Core","Discovery","yes","C14","Co-RedTeam","A4","E1","NA","????","待同学B核验代码、数据和运行脚本。","https://arxiv.org/abs/2602.02164","10.48550/ARXIV.2602.02164","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP081","What makes a good LLM agent for real-world penetration testing?","2025","preprint","preprint_or_arxiv_from_local_metadata","Core","Analytical Core","Benchmark/Evaluation","yes","C15","Real-world Pentest Agent Study","A4","E1","NA","????","待同学B核验仓库、匿名链接、工具配置。","https://arxiv.org/abs/2602.17622","10.48550/ARXIV.2602.17622","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP082","Taint-style vulnerability detection and confirmation for node.js packages using LLM agent reasoning","2025","preprint","preprint_or_arxiv_from_local_metadata","Core","Analytical Core","Discovery","yes","C16","LLMVD.js","A3","E3","NA","????","待同学B核验代码、数据和PoC可得性；敏感PoC可能不公开。","https://arxiv.org/abs/2604.20179","10.48550/ARXIV.2604.20179","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP083","Synthesizing multi-agent harnesses for vulnerability discovery","2025","preprint","preprint_or_arxiv_from_local_metadata","Core","Analytical Core","Discovery","yes","C17","Multi-Agent Harnesses","A4--A5","E3","NA","????","论文声明开源https://github.com/berabuddies/agentflow；Chrome PoC/配置因披露限制不公开。","https://arxiv.org/abs/2604.20801","10.48550/arXiv.2604.20801","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP084","PentestAgent: incorporating LLM agents to automated penetration testing","2025-08-25","conferencePaper","needs_manual_verification","Core","Analytical Core","Discovery","yes","C18","PentestAgent","A4","E1","NA","????","论文给出GitHub仓库：https://github.com/nbshenxm/pentest-agent；需同学B确认可复现性。","urn:isbn:979-8-4007-1410-8","10.1145/3708821.3733882","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP085","LIVA: a multi-agent LLM-assisted system for IoT vulnerability analysis","2025","journalArticle","needs_manual_verification","Core","Analytical Core","Discovery","yes","C19","LIVA","A2","E4a","E4a","????","论文声明公开https://github.com/RingBDStack/LIVA；需同学B核验。","https://doi.org/10.1109/TDSC.2026.3665343","10.1109/TDSC.2026.3665343","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP086","LLMFuzzTestGen: from automation to robustness via multi-agent LLM-driven fuzzing and feedback loops","2025-11-5","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:979-8-3315-6969-3","10.1109/ICICSE67247.2025.11390823","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP087","MultiFuzz: a dense retrieval-based multi-agent system for network protocol fuzzing","2025","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://arxiv.org/abs/2508.14300","10.48550/ARXIV.2508.14300","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP088","Multi-level protocol consistency verification using large language model agents","2025","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Validation","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:979-8-3315-9590-6","10.1109/ISCIPT67144.2025.11265514","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP089","FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery","2025","journalArticle","needs_manual_verification","Core","Analytical Core","Discovery","yes","C20","FirmAgent","A3","E4a","E4a","????","待同学B核验是否开放代码、固件样本和PoC。","https://doi.org/10.14722/ndss.2026.231943","10.14722/ndss.2026.231943","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP090","PREMADC: protocol reverse engineering via multi-agent analysis and deep clustering for industrial control protocols","2026","journalArticle","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://doi.org/10.1109/JIOT.2026.3685605","10.1109/JIOT.2026.3685605","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP091","Semantic bug detection for network protocol implementations (PhD dissertation)","2026-04-15","thesis","needs_manual_verification","Background","Background Context","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://doi.org/10.25394/PGS.32014092","10.25394/PGS.32014092","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP092","MARLFuzz: industrial control protocols fuzzing based on multi-agent reinforcement learning","2025","journalArticle","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://doi.org/10.1007/s00607-025-01421-2","10.1007/s00607-025-01421-2","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP093","OmniFuzz: multi-agent RL-based protocol-aware fuzzing for power IoT devices","2026","journalArticle","journal article","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://doi.org/10.1007/s10922-025-09991-4","10.1007/s10922-025-09991-4","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP094","PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis","2025","journalArticle","needs_manual_verification","Core","Analytical Core","Discovery","yes","C21","PANGOLIN","A3","E4a","E4a","????","论文声明Open Science DOI:10.6084/m9.figshare.30904379；另有GitHub链接https://github.com/vul337/PANGOLIN.git，需同学B核验。","https://www.usenix.org/conference/usenixsecurity26/presentation/jia","NA","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP095","TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability","2025","journalArticle","journal article","Core","Analytical Core","Validation","yes","C22","TransferFuzz-Pro","A3","E3","NA","????","待同学B核验代码和数据公开情况。","https://doi.org/10.1109/TSE.2025.3584774","10.1109/TSE.2025.3584774","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP096","WebFuzzGen: LLM-enhanced directed fuzzing for stateful web applications","2025-12-26","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:979-8-3315-6992-1","10.1109/AIBDF67964.2025.11440771","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP097","PANGOLIN: Fuzzing Multilingual IoT Firmware with LLM-Driven Code Analysis","2026","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","#item_1175","NA","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP098","LLM-RLFuzz: An Intelligent Fuzzing Framework for IoT Protocol","2026","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:9789819501298","10.1007/978-981-95-0129-8_13","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP099","ELFuzz: Efficient Input Generation via LLM-driven Synthesis Over Fuzzer Space","2025","conferencePaper","needs_manual_verification","Background","Background Context","Discovery","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:978-1-939133-52-6","10.5555/3766078.3766401","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP100","CKGFuzzer: LLM-Based Fuzz Driver Generation Enhanced By Code Knowledge Graph","2025-04","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/11024256","10.1109/ICSE-Companion66252.2025.00079","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP101","Building A Secure Agentic AI Application Leveraging Google’s A2A Protocol","2025-12","conferencePaper","needs_manual_verification","Excluded","Excluded","NA","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/11418008","10.1109/ACSACW69556.2025.00043","主题偏泛软件开发/agent应用安全，不直接服务agentic漏洞挖掘主线","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP102","RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications","2025-11","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/11334718","10.1109/ASE63991.2025.00105","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP103","Leveraging Open-Source LLMs for Zero-Shot Vulnerability Detection: A Comparative Analysis","2025","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:978-3-031-87775-9","10.1007/978-3-031-87775-9_2","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP104","MultiFuzz: A Dense Retrieval-based Multi-Agent System for Network Protocol Fuzzing","2025-10","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/11315267","10.48550/ARXIV.2508.14300","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP105","Automated Model-Based Fuzzing for 5G O-RAN","十一月 21, 2025","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:979-8-4007-1129-9","10.1145/3680207.3723469","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP106","OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security","2026","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://arxiv.org/abs/2603.08566","10.48550/ARXIV.2603.08566","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP107","GRIDAI: Generating and Repairing Intrusion Detection Rules via Collaboration among Multiple LLM-based Agents","2025-10-15","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","http://arxiv.org/abs/2510.13257","10.48550/ARXIV.2510.13257","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP108","TrustPKBG: Trustworthy Protocol Knowledge Blueprints Generation via LLM for Low-Altitude AAV Networks","2026","journalArticle","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/11366924","10.1109/TCCN.2026.3658765","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP109","[SOK] Large language models in security code review and testing","2026-01-23","journalArticle","needs_manual_verification","Background","Background Context","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","https://digitalcollection.zhaw.ch/handle/11475/35478","10.5070/sr3.62177","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP110","Directed Greybox Fuzzing via Large Language Model","2025/05/06","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://arxiv.org/abs/2505.03425v1","10.48550/arXiv.2505.03425","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP111","Fuzzing: Randomness? Reasoning! Efficient Directed Fuzzing via Large Language Models","2025","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://arxiv.org/abs/2507.22065","10.48550/ARXIV.2507.22065","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP112","ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents","2026","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://arxiv.org/abs/2603.12614","10.48550/ARXIV.2603.12614","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP113","Adversarial generation method for smart contract fuzz testing seeds guided by chain-based LLM","2025/05/01","journalArticle","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://link.springer.com/article/10.1007/s10515-024-00483-4","10.1007/s10515-024-00483-4","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP114","Make Agent Defeat Agent: Automatic Detection of Taint-Style Vulnerabilities in LLM-based Agents","2025","conferencePaper","needs_manual_verification","Core","Analytical Core","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://www.usenix.org/conference/usenixsecurity25/presentation/liu-fengyu","NA","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP115","LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights","十一月 21, 2025","journalArticle","needs_manual_verification","Background","Background Context","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","https://dl.acm.org/doi/10.1145/3769082","10.1145/3769082","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP116","Hybrid Language Processor Fuzzing via LLM-Based Constraint Solving","2025","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://www.usenix.org/conference/usenixsecurity25/presentation/yang-yupeng","NA","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP117","Vulnerability Detection: From Formal Verification to Large Language Models and Hybrid Approaches: A Comprehensive Overview","2026","bookSection","published_or_indexed_from_local_metadata","Background","Background Context","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","https://link.springer.com/chapter/10.1007/978-3-031-99447-0_3","10.1007/978-3-031-99447-0_3","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP118","KernelGPT: Enhanced Kernel Fuzzing via Large Language Models","三月 30, 2025","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:979-8-4007-1079-7","10.1145/3676641.3716022","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP119","Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators","2025","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://www.usenix.org/conference/usenixsecurity25/presentation/zhang-kunpeng","NA","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP120","Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics","2025/04/01","journalArticle","published_or_indexed_from_local_metadata","Background","Background Context","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","https://link.springer.com/article/10.1007/s10207-025-00992-7","10.1007/s10207-025-00992-7","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP121","A Contemporary Survey of Large Language Model Assisted Program Analysis","2025-02-05","preprint","preprint_or_arxiv_from_local_metadata","Background","Background Context","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","http://arxiv.org/abs/2502.18474","10.48550/arXiv.2502.18474","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
